,Title,City,Area,Size,Rooms,Bedrooms,Bathrooms,Price,Features,Property Type,Condition,Age,Floor,Orientation
2519,Apartment for rent in Sala el Jadida. 2 beautiful rooms. Furnished.,Salé,Sala el Jadida,65,2,2,,Price on request,"Concierge, Box room, Furnished, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,2nd,,
2520,Flat for rent in Sala el Jadida. Large area 85 m². Storage unit.,Salé,Sala el Jadida,85,3,2,2,"5,500 DH","Elevator, Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Internet",Apartment,New,5-10 years old,Tiled,South
2521,Lovely apartment for rent in Mkinssia. 1 Living area. Furnishings.,Salé,Mkinssia,,,,,Price on request,"Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,,,
2522,Flat for rent in Ouled Moussa. 1 lovely room. Cellar.,Salé,Ouled Moussa,,,,,Price on request,"Terrace, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,,,
2523,Room for rent in Sala el Jadida. 2 large living areas.,Salé,Sala el Jadida,51,2,,,"2,200 DH",,Room,Good condition,1st,,
2524,Apartment for rent in Medina. 1 Living area.,Salé,Medina,24,,2,,"1,500 DH",,Apartment,Good condition,Less than 1 year,2nd,
2525,Apartment for rent in Sala el Jadida. Area of 85 m². Dressing room.,Salé,Sala el Jadida,85,,2,2,"7,000 DH","Garden, Terrace, Garage, Elevator, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Air conditioning, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,New,Less than 1 year,Tiled,East
2526,Very nice apartment for rent in Sala el Jadida. 2 rooms. Reinforced door and central heating.,Salé,Sala el Jadida,94,2,2,2,"5,200 DH","Garden, Terrace, Garage, Elevator, Concierge, Box room, Satellite dish, Air conditioning, Heating, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, Microwave",Apartment,New,Less than 1 year,4th,Tiled
2527,Flat for rent in Sala el Jadida. 2 rooms. Traditional living room and satellite dish system.,Salé,Sala el Jadida,75,2,2,2,"8,000 DH","Garden, Moroccan lounge, European lounge, Satellite dish, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,New,1-5 years old,Tiled,West
2528,"Apartment for rent in Sala el Jadida. Large area 70 m². Gardeners, Large terrace.",Salé,Sala el Jadida,70,,2,,"4,000 DH","Garden, Terrace, Garage, Elevator, Concierge, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Security system, Double glazing, Reinforced Door, Equipped kitchen, Oven",Apartment,Good condition,1-5 years old,Tiled,South
2529,Apartment for rent in Tabriquet. 2 lovely rooms. Fully furnished.,Salé,Tabriquet,50,3,2,,"4,500 DH","Box room, Furnished, Exterior facade, Heating, Equipped kitchen, Fridge, Washing machine",Apartment,New,1-5 years old,3rd,Tiled
2530,Rent an apartment in Bab Sebta. 3 rooms. Residence with security.,Salé,Bab Sebta,72,4,3,2,"3,850 DH",Security system,Apartment,New,1-5 years old,Tiled,North
2531,"Find an apartment for rent in Sala el Jadida. 1 Living area. No Lift, Balcony.",Salé,Sala el Jadida,105,,2,2,"4,700 DH","Garden, Terrace, Garage, Elevator, Satellite dish, Air conditioning, Security system, Oven",Apartment,New,Less than 1 year,Tiled,East
2532,Find an apartment for rent in Sala el Jadida. Dimension 90 m². Satellite dish and Reinforced door.,Salé,Sala el Jadida,90,2,2,,Price on request,"Garden, Terrace, Garage, Elevator, Mountains views, Concierge, Satellite dish, Reinforced Door, Equipped kitchen",Apartment,Good condition,1-5 years old,Tiled,South
2533,Apartment for rent in Sala el Jadida. 1 Living area. Equipped kitchen.,Salé,Sala el Jadida,70,,2,2,"4,500 DH","Garage, Elevator, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,New,1-5 years old,,
2534,Lovely apartment for rent in Hay Chmaou. 3 rooms. Dressing room.,Salé,Hay Chmaou,220,8,3,3,"16,500 DH","Furnished, Moroccan lounge, European lounge, Equipped kitchen, Oven, TV, Washing machine",Apartment,New,5-10 years old,,
2535,Rent a room in Pépinière. Total area 6 m². Attic.,Salé,Pépinière,,,,,Price on request,Furnished,Room,Good condition,10-20 years old,,
2536,Great apartment for rent in Sala el Jadida. 2 lovely rooms.,Salé,Sala el Jadida,63,3,2,,"2,500 DH",,Apartment,Good condition,20-30 years old,1st,Tiled
2537,"Lovely apartment for rent in Sala el Jadida. 2 beautiful rooms. General satellite dish system, On site security.",Salé,Sala el Jadida,92,3,2,2,"6,000 DH","Garage, Elevator, Concierge, Satellite dish, Air conditioning, Security system, Double glazing, Equipped kitchen, Oven",Apartment,New,Less than 1 year,South,
2538,Apartment for rent in Sala el Jadida. 2 beautiful rooms. Caretaker service and air conditioning.,Salé,Sala el Jadida,94,3,2,2,"5,500 DH","Terrace, Garage, Elevator, Concierge, Box room, Air conditioning, Security system, Double glazing",Apartment,New,Less than 1 year,Tiled,East
2539,Apartment for rent in Sala el Jadida. 1 Room. Attic.,Salé,Sala el Jadida,65,,2,,Price on request,"Elevator, Concierge, Furnished, Moroccan lounge, Satellite dish, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,1st,,
2540,Beautiful room for rent in Tabriquet. 1 Living area. Cellar.,Salé,Tabriquet,12,,,,900 DH,Furnished,Room,Good condition,10-20 years old,2nd,Tiled
2541,Rent an apartment in Sala el Jadida. Small area 65 m². Furnished.,Salé,Sala el Jadida,65,3,3,,"4,100 DH","Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,2nd,,
2542,Room for rent in Sala el Jadida. 3 rooms. Furnishings.,Salé,Sala el Jadida,74,3,,,"6,500 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, Furnished, Exterior facade, Moroccan lounge, Security system, Equipped kitchen, Fridge, Oven, Washing machine",Room,Good condition,1-5 years old,3rd,Wooden
2543,Apartment for rent in Tabriquet. 1 lovely room. Furnished.,Salé,Tabriquet,60,2,2,,"6,500 DH","Furnished, Moroccan lounge, European lounge, Satellite dish, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,,,
2544,Apartment for rent in Bettana. 3 beautiful rooms. Well furnished.,Salé,Bettana,72,3,3,,"4,500 DH","Terrace, Concierge, Box room, Furnished, Moroccan lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,North,Tiled,
2545,Rent this apartment in Sala el Jadida. 1 Living area. Garden and terrace.,Salé,Sala el Jadida,125,,3,2,"7,000 DH","Garden, Terrace, Garage, Concierge, Security system, Equipped kitchen, Pets allowed",Apartment,New,Less than 1 year,,
2546,Very nice apartment for rent in Hay Karima. 1 Room. Fully furnished.,Salé,Hay Karima,70,,2,,"6,000 DH","Box room, Furnished, Exterior facade, Equipped kitchen, Fridge, Oven, TV, Washing machine, Internet",Apartment,Good condition,2nd,South,Marble
2547,Rent this apartment in Sala el Jadida. 4 large living areas.,Salé,Sala el Jadida,104,4,3,,"3,500 DH",Exterior facade,Apartment,Good condition,5-10 years old,2nd,North
2548,Very nice apartment for rent in Sala el Jadida. 3 large rooms. Ample storage space.,Salé,Sala el Jadida,66,3,,2,"4,300 DH","Furnished, Moroccan lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Due for reform,2nd,,
2549,Find an apartment for rent in Ouled Moussa. 3 rooms. Garden and garage.,Salé,Mkinssia,115,6,3,3,"5,000 DH","Garden, Garage, Elevator, Pool, Concierge, Satellite dish, Air conditioning",Apartment,New,,,
2550,Room for rent in Tabriquet. Total area 12 m². Cellar.,Salé,Tabriquet,12,,,,"1,600 DH","Terrace, Garage, Elevator, Mountains views, Concierge, Furnished, Reinforced Door, Equipped kitchen, Fridge, Oven",Room,Good condition,5-10 years old,4th,Marble
2551,Flat for rent in Tabriquet. Dimension 68 m². Double glazed windows.,Salé,Tabriquet,68,3,3,2,"2,400 DH","Exterior facade, Double glazing",Apartment,Good condition,30-50 years old,Tiled,West
2552,Great apartment for rent in Bab Al Bahr. Large area 128 m². Furnished.,Salé,Bab Al Bahr,128,3,2,2,"13,000 DH","Terrace, Garage, Elevator, Sea views, Pool, Furnished, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,Good condition,1-5 years old,Wooden,South
2553,Very nice apartment for rent in Medina. 3 rooms. Fully furnished,Salé,Medina,145,6,3,3,"18,000 DH","Terrace, Garage, Elevator, Pool, Concierge, Furnished, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Equipped kitchen",Apartment,New,1-5 years old,Marble,West
2554,Flat for rent in Sidi Hajji. 2 beautiful rooms.,Salé,Sidi Hajji,114,3,2,2,"3,300 DH",,Apartment,Good condition,5-10 years old,2nd,South
2555,Find an apartment for rent in Sala el Jadida. Dimension 63 m². Fully furnished.,Salé,Sala el Jadida,63,3,2,,"4,000 DH","Terrace, Furnished, Exterior facade, Moroccan lounge, Satellite dish, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,10-20 years old,Tiled,West
2556,Apartment for rent in Al Mouahidine. 2 beautiful rooms.,Salé,Al Mouahidine,55,2,2,,"2,500 DH",Exterior facade,Apartment,Good condition,10-20 years old,Tiled,East
2557,Very nice apartment for rent in Sala el Jadida. 2 lovely rooms. Attic.,Salé,Sala el Jadida,86,6,2,2,"7,950 DH","Garden, Garage, Elevator, Concierge, Furnished, European lounge, Satellite dish, Air conditioning, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,Less than 1 year,West,Tiled
2558,Find an apartment for rent in Sala el Jadida. 1 Living area. New furniture.,Salé,Sala el Jadida,63,,2,,"5,000 DH","Garden, Box room, Furnished, Exterior facade, European lounge, Satellite dish, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,1-5 years old,3rd,Tiled
2559,Great apartment for rent in Sala el Jadida. 2 rooms. Storage unit.,Salé,Sala el Jadida,62,,2,,"4,000 DH","Furnished, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,5-10 years old,Tiled,East
2560,Lovely apartment for rent in Sala el Jadida. 1 lovely room. Large swimming pool.,Salé,Sala el Jadida,41,,,,"2,100 DH",Pool,Apartment,Good condition,10-20 years old,3rd,Tiled
2561,Beautiful room for rent in Pépinière. 1 Living area.,Salé,Pépinière,30,,,,900 DH,,Room,Good condition,1-5 years old,2nd,Tiled
2562,Room for rent in Tabriquet. 1 Living area.,Salé,Tabriquet,,,,,"1,300 DH",,Room,Good condition,30-50 years old,3rd,Tiled
2563,Apartment for rent in Hay Chmaou. 2 large rooms. Furnishings.,Salé,Hay Chmaou,80,2,2,,Price on request,"Furnished, Moroccan lounge, Satellite dish, Equipped kitchen, Fridge, TV, Washing machine, Pets allowed",Apartment,Good condition,5-10 years old,1st,North
2564,Rent an apartment in Sidi Hajji. 4 large living areas. Well decorated.,Salé,Hay Chmaou,90,4,2,2,"7,000 DH","Terrace, Sea views, Concierge, Furnished, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,5-10 years old,2nd,
2565,Find an apartment for rent in Kharouba. Large area 120 m².,Salé,Kharouba,120,2,2,,"3,000 DH",,Apartment,Good condition,,,
2566,"Flat for rent in Sala el Jadida. 1 Living area. Green areas, Balcony.",Salé,Sala el Jadida,100,,2,2,"5,700 DH","Garden, Terrace, Elevator, Concierge, Exterior facade, Moroccan lounge, European lounge, Security system, Double glazing, Equipped kitchen, Oven",Apartment,New,Less than 1 year,4th,Tiled
2567,Apartment for rent in Tabriquet. 1 lovely room. Storage unit.,Salé,Tabriquet,45,,,,"3,900 DH","Box room, Furnished, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,1-5 years old,Tiled,
2568,Rent an apartment in Sala el Jadida. 2 large living areas.,Salé,Sala el Jadida,80,2,2,2,"4,000 DH",,Apartment,New,Less than 1 year,Tiled,South
2569,Apartment for rent in Sala el Jadida. Small area 96 m². With lift.,Salé,Sala el Jadida,96,3,2,2,"6,000 DH","Garage, Elevator, Box room, Equipped kitchen",Apartment,New,Less than 1 year,3rd,Tiled
2570,"Rent this apartment in Sala el Jadida. 4 comfortable rooms. Reinforced door, satellite dish.",Salé,Sala el Jadida,104,4,3,2,"4,500 DH","Garden, Terrace, Garage, Mountains views, Concierge, Box room, Exterior facade, Satellite dish, Security system, Double glazing, Reinforced Door",Apartment,New,Less than 1 year,West,Tiled
2571,Lovely apartment for rent in Bab Al Bahr. 3 beautiful rooms. Fully furnished.,Salé,Bab Al Bahr,184,4,3,3,Price on request,"Garden, Terrace, Garage, Elevator, Concierge, Box room, Furnished, Exterior facade, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,1-5 years old,2nd,Marble
2572,Lovely apartment for rent in Sidi Hajji. 1 Living area. Caretaker available.,Salé,Sidi Hajji,47,,2,,"2,000 DH","Garden, Terrace, Garage, Concierge, Exterior facade, Moroccan lounge, Security system, Pets allowed",Apartment,Good condition,1-5 years old,Tiled,North
2573,Apartment for rent. 3 lovely rooms. Terrace and lift.,Salé,Sidi Hajji,240,,3,,"25,000 DH","Garden, Terrace, Garage, Elevator, Pool, Moroccan lounge, European lounge, Fireplace, Air conditioning, Security system, Double glazing, Equipped kitchen",Apartment,1st,,,
2574,Lovely apartment for rent in Hay Chmaou. 2 large rooms. Attic,Salé,Hay Chmaou,60,2,,,"3,200 DH","Furnished, Moroccan lounge, Satellite dish, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,10-20 years old,,
2575,Apartment for rent in Annaim. 2 rooms.,Salé,Annaim,58,3,2,,"2,700 DH",,Apartment,Good condition,5-10 years old,Tiled,East
2576,Very nice apartment for rent in Hay Chmaou. 5 rooms.,Salé,Hay Chmaou,145,5,3,3,Price on request,,Apartment,New,Less than 1 year,South,
2577,Luxury Villa for rent in Sala el Jadida. Total area 430 m². Parking spaces and terrace.,Salé,Sala el Jadida,430,7,4,3,"25,000 DH","Terrace, Garage",Villa,Good condition,Tiled,,
2578,Apartment for rent in Bab Al Bahr. Area 145 m². New furniture.,Salé,Bab Al Bahr,145,3,2,3,"25,000 DH","Terrace, Garage, Elevator, Sea views, Concierge, Furnished, Air conditioning, Equipped kitchen",Apartment,New,1st,,
2579,"Rent this apartment in Sala el Jadida. 3 beautiful rooms. Caretaker service available, air conditioning.",Salé,Sala el Jadida,113,4,3,2,"6,500 DH","Garage, Elevator, Concierge, Exterior facade, Air conditioning, Equipped kitchen, Fridge, Oven",Apartment,New,Less than 1 year,5th,
2580,Rent this apartment in Sidi Abdellah. 1 lovely room. Large balcony.,Salé,Sidi Abdellah,80,2,,2,"2,400 DH",Terrace,Apartment,Good condition,,,
2581,Apartment for rent in Pépinière. Surface area 80 m². Cellar.,Salé,Pépinière,80,3,2,2,"6,500 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, Moroccan lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,1-5 years old,1st,Tiled
2582,"Apartment for rent in Bab Al Bahr. 4 rooms. Usable fireplace, General air conditioning.",Salé,Bab Al Bahr,260,4,2,2,"20,000 DH","Terrace, Garage, Elevator, Sea views, Concierge, Fireplace, Air conditioning, Security system, Double glazing, Equipped kitchen",Apartment,New,1-5 years old,4th,
2583,Rent this apartment in Tabriquet. Area 60 m². Fully furnished,Salé,Tabriquet,60,2,2,,"4,500 DH","Furnished, Moroccan lounge, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,Good condition,1-5 years old,1st,Tiled
2584,"Flat for rent in Bab Al Bahr. 2 rooms. Furnished Moroccan living room, Enclosed residence.",Salé,Bab Al Bahr,260,4,2,2,"22,000 DH","Garden, Terrace, Garage, Elevator, Sea views, Pool, Concierge, Box room, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Pets allowed",Apartment,New,1-5 years old,Marble,
2585,Apartment for rent in Hay Inbiat. 4 rooms. New furniture.,Salé,Sala el Jadida,106,4,3,2,"6,700 DH","Garage, Elevator, Concierge, Furnished, Exterior facade, Moroccan lounge, European lounge, Air conditioning, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,New,3rd,Tiled,
2586,Luxury villa for rent in Bab Al Bahr. Area 500 m².,Salé,Bab Al Bahr,500,5,3,2,"15,000 DH",,Villa,Good condition,Tiled,,
2587,Flat for rent in Sala el Jadida. 1 lovely room. Cellar.,Salé,Sala el Jadida,70,2,,,Price on request,"Garden, Concierge, Furnished, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine",Apartment,New,1-5 years old,2nd,West
2588,Rent this apartment in Bab Sebta. 4 comfortable rooms. Carpark and elevator.,Salé,Bab Sebta,108,4,3,2,"5,500 DH","Garage, Elevator, Air conditioning",Apartment,New,1st,,
2589,Great apartment for rent in Bab Al Bahr. Total area 196 m². Furnishings.,Salé,Bab Al Bahr,196,6,3,2,"25,000 DH","Terrace, Garage, Elevator, Pool, Furnished, Exterior facade, Moroccan lounge, European lounge, Security system, Equipped kitchen",Apartment,Good condition,,,
2590,Great apartment for rent in Tabriquet. Area 80 m². Well equipped kitchen.,Salé,Tabriquet,80,4,2,,"3,500 DH","Box room, Exterior facade, Equipped kitchen",Apartment,Good condition,2nd,,
2591,"Apartment for rent in Sala el Jadida. 3 comfortable rooms. Green area, Balcony.",Salé,Sala el Jadida,90,3,2,2,"5,500 DH","Garden, Terrace, Garage, Elevator, Oven",Apartment,New,Less than 1 year,5th,Tiled
2592,Apartment for rent in Bab Al Bahr. Large area 126 m². Garden and terrace.,Salé,Bab Al Bahr,126,3,2,2,"12,000 DH","Garden, Terrace, Garage, Elevator, Exterior facade, European lounge, Security system, Equipped kitchen",Apartment,Good condition,Marble,,
2593,Apartment for rent in Bab Al Bahr. 4 lovely rooms. Parking spaces and terrace.,Salé,Bab Al Bahr,310,8,4,3,"20,000 DH","Terrace, Garage, Elevator, Pool, Moroccan lounge, European lounge, Fireplace, Air conditioning, Security system, Equipped kitchen",Apartment,Good condition,10-20 years old,3rd,
2594,"Lovely apartment for rent in Sala el Jadida. 3 rooms. Traditional Moroccan living room, Secured neighbourhood.",Salé,Sala el Jadida,88,3,2,2,"5,400 DH","Garden, Garage, Elevator, Concierge, Exterior facade, Moroccan lounge, Security system, Double glazing, Equipped kitchen, Oven",Apartment,New,Less than 1 year,Tiled,South
2595,Apartment for rent in Horria. 2 large rooms. New furniture.,Salé,Horria,55,,,,"4,500 DH","Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Internet",Apartment,New,Less than 1 year,West,
2596,Rent this apartment in Sala el Jadida. 2 rooms. Cellar.,Salé,Sala el Jadida,64,3,2,,Price on request,"Furnished, Exterior facade, Moroccan lounge, Satellite dish, Equipped kitchen, Fridge, Oven, TV",Apartment,Good condition,10-20 years old,,
2597,Apartment for rent in Hay Salam. 4 rooms.,Salé,Hay Salam,100,4,2,2,"5,000 DH",,Apartment,Good condition,,,
2598,Flat for rent in Sala el Jadida. 3 large living areas. Well decorated.,Salé,Sala el Jadida,85,3,2,2,"5,000 DH","Garden, Garage, Elevator, Concierge, Furnished, Satellite dish, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet",Apartment,New,Less than 1 year,2nd,North
2599,Apartment for rent in Sala el Jadida. 3 rooms. Cellar.,Salé,Sala el Jadida,72,3,2,2,Price on request,"Garage, Elevator, Concierge, Furnished, Exterior facade, European lounge, Satellite dish, Security system, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Apartment,Good condition,1-5 years old,Tiled,South
2600,Find an apartment for rent in Sala el Jadida. Area of 61 m².,Salé,Sala el Jadida,61,,2,,Price on request,,Apartment,Good condition,10-20 years old,Tiled,South
2601,Apartment for rent in Bab Al Bahr. 3 rooms. Furnished.,Salé,Bab Al Bahr,140,4,3,2,"18,000 DH","Garage, Elevator, Concierge, Furnished, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Equipped kitchen, Fridge, Oven, TV",Apartment,New,5-10 years old,3rd,
2602,Apartment for rent in Annaim. 3 beautiful rooms. Beautiful terrace.,Salé,Annaim,60,3,3,,"3,000 DH","Terrace, Security system",Apartment,Good condition,10-20 years old,1st,East
2603,Rent a room in Tabriquet. Surface area 16 m². Well decorated.,Salé,Tabriquet,16,,,,700 DH,Furnished,Room,Good condition,,,
2604,Find an apartment for rent in Sala el Jadida. 2 lovely rooms. With garage and lift.,Salé,Sala el Jadida,70,3,2,2,"6,000 DH","Garage, Elevator, Concierge, Moroccan lounge",Apartment,Good condition,Marble,,
2605,Apartment for rent in Agdal. 2 Hall. Lift and parking spaces.,Salé,Bab Al Bahr,84,3,2,2,"9,000 DH","Garage, Elevator, Pool",Apartment,Good condition,2nd,,
2606,Great apartment for rent in Sidi Hajji. 2 large rooms. New furniture.,Salé,Sidi Hajji,90,2,2,2,"6,500 DH","Garage, Elevator, Box room, Furnished, Moroccan lounge, European lounge, Satellite dish, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Internet",Apartment,New,Less than 1 year,2nd,
2607,Apartment for rent. 2 lovely rooms.,Bouskoura,Bouskoura Ville,120,3,2,2,"15,000 DH",,Apartment,New,,,
2608,Luxury Villa for rent in Ville Verte. Small area 320 m². Furnishings.,Bouskoura,Ville Verte,320,4,3,3,"21,000 DH","Garden, Terrace, Pool, Box room, Furnished, Moroccan lounge, European lounge, Satellite dish, Air conditioning, Heating, Equipped kitchen, Fridge, Oven, TV, Washing machine",Villa,Good condition,,,
2609,Lovely apartment for rent in Ville Verte. 3 rooms. Lift and terrace.,Bouskoura,Ville Verte,221,6,3,3,"16,500 DH","Terrace, Elevator, Fireplace, Heating, Equipped kitchen, Fridge, Oven, Washing machine",Apartment,Good condition,5-10 years old,1st,Marble
2610,Magnificent villa for rent in Bouskoura Ville. Area of 390 m². Furnishings.,Bouskoura,Bouskoura Ville,250,6,3,2,"25,000 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, Box room, Furnished, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,5-10 years old,Marble,South
2611,Lovely apartment for rent in Ville Verte. 5 rooms. caretaker and air conditioning.,Bouskoura,Ville Verte,165,5,3,3,"17,000 DH","Garden, Terrace, Garage, Elevator, Concierge, Exterior facade, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, Washing machine",Apartment,New,1st,South,Marble
2612,Great apartment for rent in Ville Verte. 4 rooms. Equipped kitchen.,Bouskoura,Ville Verte,110,4,3,2,"11,500 DH",Equipped kitchen,Apartment,Good condition,,,
2613,High quality villa for rent. 2 lovely rooms. New furniture.,Bouskoura,Bouskoura Ville,250,4,3,2,"23,000 DH","Garden, Terrace, Garage, Fireplace, Air conditioning, Security system, Equipped kitchen, Pets allowed",Villa,Good condition,1-5 years old,South,Marble
2614,High quality villa for rent. 4 rooms. Fireplace and caretaker service.,Bouskoura,Bouskoura Ville,680,5,4,3,"32,000 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, Fireplace, Air conditioning, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Pets allowed",Villa,Good condition,5-10 years old,South,Marble
2615,Fabulous villa for rent. 3 rooms.,Bouskoura,Bouskoura Ville,500,4,3,3,"25,000 DH",,Villa,Good condition,,,
2616,"Luxury house for rent. 4 rooms. Green area, Balcony.",Bouskoura,Bouskoura Ville,350,8,4,4,Price on request,"Garden, Terrace, Garage, Elevator, Pool, European lounge, Fireplace, Air conditioning, Security system, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine",Villa,Due for reform,Marble,,
2617,"Flat for rent. 2 lovely rooms. Furnished Moroccan living room, General satellite dish system.",Bouskoura,Ville Verte,110,3,2,2,"9,000 DH","Terrace, Garage, Elevator, Pool, Concierge, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Equipped kitchen, Oven, Internet",Apartment,New,1-5 years old,Marble,South
2618,Find an apartment for rent. 3 comfortable rooms. Garden and lift.,Bouskoura,Ville Verte,147,3,3,2,"14,500 DH","Garden, Terrace, Garage, Elevator, Concierge, Exterior facade, Moroccan lounge, European lounge, Satellite dish, Fireplace, Air conditioning, Security system, Double glazing, Reinforced Door, Equipped kitchen, Washing machine, Microwave, Pets allowed",Apartment,Good condition,1-5 years old,Marble,South
2619,Luxury Villa for rent in Ville Verte. Area of 430 m². All comforts with swimming pool and fireplace.,Bouskoura,Ville Verte,430,5,5,5,"25,000 DH","Garden, Terrace, Garage, Pool, Concierge, Box room, Furnished, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, Washing machine, Microwave",Villa,New,,,
2620,Luxury villa for rent in Ville Verte. 4 comfortable rooms. Cellar.,Bouskoura,Ville Verte,350,4,3,3,"27,000 DH","Garden, Terrace, Garage, Pool, Concierge, Furnished, Moroccan lounge, European lounge, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave",Villa,Good condition,5-10 years old,West,Marble
2621,Flat for rent in Bouskoura Ville. Small area 97 m². Lift and garage.,Bouskoura,Bouskoura Ville,97,3,3,2,"4,500 DH","Garage, Elevator, Concierge, Security system, Equipped kitchen",Apartment,Good condition,,,
2622,"Rent an apartment in Ville Verte. 4 rooms. Green areas, Parking spaces for cars.",Bouskoura,Ville Verte,170,4,3,2,"18,000 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, Exterior facade, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Apartment,New,,,
2623,"Lovely apartment for rent. 2 lovely rooms. caretaker service available, Property with swimming pool.",Bouskoura,Bouskoura Ville,110,8,2,2,"9,000 DH","Garden, Terrace, Garage, Elevator, Pool, Concierge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Equipped kitchen, Fridge, Oven, Microwave",Apartment,Good condition,Less than 1 year,Marble,South
2624,Luxury villa for rent in Ville Verte. 3 beautiful rooms. Double glazing and central heating.,Bouskoura,Ville Verte,341,7,3,2,"22,000 DH","Garden, Terrace, Garage, Pool, Concierge, European lounge, Satellite dish, Fireplace, Air conditioning, Heating, Security system, Double glazing, Reinforced Door, Equipped kitchen, Fridge, Oven, TV, Washing machine, Microwave, Internet, Pets allowed",Villa,Good condition,5-10 years old,West,Marble
